situation,relationship,personA,personB,adjective,response_text,parsed
Film,gefürchtete Chefin,Luisa,Anna,gut,"3

Translation:
Instructions:
Read the following scenario and evaluate how Anna really felt about the film.

Scenario:
Luisa is Anna's feared",3
Film,gefürchtete Chefin,Sophie,Miriam,gut,"4
Es war gut.
Es ist offensichtlich, dass Miriam den Film sehr gut fand, wenn nicht sogar sehr, sehr",4
Film,gefürchtete Chefin,Anna,Katharina,gut,"3

(Translation)
Scenario:
Anna is a feared boss of Katharina. Anna has cut a film and Katharina has seen it",3
Film,gefürchtete Chefin,Sophie,Luisa,gut,"3

Begründung:
Die Aussage von Luisa ""Es war gut"" ist neutral und durchschnittlich. Sie gibt keine",3
Film,gefürchtete Chefin,Sophie,Luisa,gut,"3

Erklärung: Die Aussage ""Es war gut"" ist neutral und durchschnittlich. Luisa gibt keine positiven oder",3
Film,gefürchtete Chefin,Miriam,Anna,gut,"3

(Das Szenario ist neutral, Anna gibt eine neutrale Antwort, die keine starke positive oder negative Äußerung enth",3
Film,gefürchtete Chefin,Anna,Sophie,gut,"3

Erklärung:
Sophie sagt, dass sie den Film ""gut"" gefunden hat, aber das ist keine ausdrückliche",3
Film,gefürchtete Chefin,Katharina,Anna,okay,"3

Erklärung:
Die Aussage ""Es war okay"" ist neutral und bedeutet nicht, dass Anna den Film sehr gut oder sehr",3
Film,gefürchtete Chefin,Anna,Miriam,okay,"3
(Erklärung: ""Es war okay"" ist eine neutrale Aussage. Miriam hat weder ausdrücklich posit",3
Film,gefürchtete Chefin,Luisa,Anna,okay,"2
Die Bewertung: Anna fand den Film eher negativ. Der Satz ""Es war okay"" vermittelt ein Gefühl",2
Film,gefürchtete Chefin,Luisa,Miriam,okay,"3

Begründung:
Miriam gibt eine sehr allgemeine und neutral-lautende Antwort. Sie verwendet das Wort ""okay"",",3
Film,gefürchtete Chefin,Anna,Katharina,okay,"3 von 5 Herzen
(Weil es eine neutrale Bewertung ist) 1 Antworten
Die Antwort: 3 von",3
Film,gefürchtete Chefin,Anna,Miriam,okay,"3

Erklärung:
Die Antwort ist 3, da Miriam den Film ""okay"" findet. Dies kann als neutral oder durchs",3
Film,gefürchtete Chefin,Sophie,Anna,okay,"3


Translation:
Scenario:
Sophie is a feared boss of Anna. Sophie has edited a film and Anna has seen it. Afterwards, Sophie",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"3
Durchschnittlich fand Sophie den Film. Sie hat ihn nicht geliebt, aber auch nicht abgelehnt.",3
Film,gefürchtete Chefin,Katharina,Sophie,okay,"3
Begründung:
Sophie verwendet ein neutral-schweres Verb (""Es war  okay""), was nicht eindeutig",3
Film,gefürchtete Chefin,Luisa,Katharina,okay,"3

Begründung:
Die Antwort ist 3 von 5 Herzen, da Katharina den Film nur ""okay"" findet",3
Film,gefürchtete Chefin,Sophie,Luisa,okay,"3
Warum:
Luisa gibt eine neutrale Antwort, indem sie einfach ""okay"" sagt. Das kann bedeuten, dass",3
Film,gefürchtete Chefin,Luisa,Anna,okay,"3

Erklärung:
Anna's Antwort ""Es war  okay"" gibt an, dass sie neutral und unentschieden ist. Sie",3
Film,gefürchtete Chefin,Sophie,Katharina,okay,"3

Erklärung:
Die Aussage ""Es war  okay"" bedeutet, dass Katharina den Film nicht sehr gut oder sehr",3
Film,gefürchtete Chefin,Anna,Miriam,okay,"**3** 
Grund: Die Aussage von Miriam (""Es war okay."") gibt an, dass sie neutral/durchschnittlich von",3
Film,gefürchtete Chefin,Miriam,Sophie,okay,"3

Das ist die korrekte Antwort, da die Aussage von Sophie ""Es war  okay"" neutral ist und keine sehr positive oder",3
Film,gefürchtete Chefin,Luisa,Anna,okay,"3

(Translation)
Instruction:
Read the following scenario and evaluate how Anna really felt about the film.
Scenario:
Luisa is feared by",3
Film,gefürchtete Chefin,Sophie,Luisa,okay,"3
Die Erklärung:
Die Aussage von Luisa ""Es war okay"" zeigt eine neutrale Bewertung des Films. Sie gibt",3
Film,gefürchtete Chefin,Sophie,Miriam,okay,"**3**


Die Antwort ist 3, da die Antwort von Miriam ""Es war okay"" sehr neutral klingt und nicht stark posit",3
Film,gefürchtete Chefin,Sophie,Katharina,okay,"3

Erklärung:
Die Antwort ist 3, da die Antwort von Katharina (""Es war okay"") neutral und durchschnitt",3
Film,gefürchtete Chefin,Luisa,Katharina,okay,"3

(Eine neutrale Bewertung)
Anmerkung:
Die Aussage ""Es war  okay"" weist auf eine durchs",3
Film,gefürchtete Chefin,Katharina,Sophie,schlecht,"1
I would rate Sophie's opinion about the film as ""very negative / the least"" (1 out of 5 hearts). The word",1
Film,gefürchtete Chefin,Katharina,Luisa,schlecht,"1

Die Antwort ist 1, da Luisa sagt, dass der Film ""schlecht"" war. Das bedeutet, dass sie",1
Film,gefürchtete Chefin,Katharina,Sophie,schlecht,"2

(Begründung: Die Aussage ""Es war schlecht"" weist auf eine eher negative Beurteilung hin. Es",2
Film,gefürchtete Chefin,Luisa,Anna,schlecht,"2 von 5 Herzen
Erklärung: Anna hat den Film als ""schlecht"" bezeichnet, was bedeutet, dass",2
Film,gefürchtete Chefin,Miriam,Luisa,schlecht,"1

Bitte beachten Sie, dass es sich um eine simple Bewertung handelt und keine Erklärung verlangt wird. Die Bewert",1
Film,gefürchtete Chefin,Katharina,Miriam,schlecht,"**3** 

(Hinweis: Die Skala von 1 bis 5 Herzen ist eine subjektive Bewertung und kann von Person",3
Film,gefürchtete Chefin,Anna,Katharina,schlecht,"1
Gründe: Katharina sagt ""Es war schlecht"", was eine sehr negative Aussage ist. Dieses Ergebnis weist",1
Film,gefürchtete Chefin,Anna,Sophie,schlecht,"2

Erklärung:
Sophie hat gesagt, dass der Film ""schlecht"" war. Dies ist eine eher negative Bewertung",2
Film,gefürchtete Chefin,Anna,Luisa,schlecht,"1

Die beste Antwort ist 1, da Luisa den Film schlecht fand. Sie sagte: ""Es war  schlecht"".",1
Film,gefürchtete Chefin,Anna,Luisa,schlecht,"2

Erklärung:
Luisa hat den Film schlecht gefunden, was eine eher negative Bewertung auslöst. Die Antwort ist",2
Film,gefürchtete Chefin,Anna,Sophie,schlecht,"1

Es war eine sehr negative Aussage von Sophie, die darauf hinweist, dass sie den Film tatsächlich sehr schlecht",1
Film,gefürchtete Chefin,Sophie,Luisa,schlecht,"1
Die Antwort ist 1, weil Luisa den Film sehr negativ fand. Ihre Aussage ""Es war schlecht"" gibt",1
Film,gefürchtete Chefin,Anna,Miriam,schlecht,"1

(Note: I translated the scenario and instruction as faithfully as possible. The task is to evaluate how Miriam really felt about the film based",1
Film,gefürchtete Chefin,Anna,Miriam,schlecht,"1

Die Begründung:
Miriam sagte ""Es war  schlecht"". Das bedeutet, dass sie den Film nicht gut gefunden",1
Film,gefürchtete Chefin,Luisa,Anna,schlecht,"1
Es ist wahrscheinlich, dass Anna den Film sehr schlecht fand, wenn sie ihn als ""schlecht"" beschre",1
Film,gefürchtete Chefin,Katharina,Sophie,schlecht,"1

(Lösung: Die Aussage ""Es war schlecht"" ist sehr negativ. Sophie hat den Film nicht gut gefunden.)",1
Film,gefürchtete Chefin,Anna,Sophie,schlecht,"1
Die Begründung: ""Es war  schlecht"" ist eine sehr negative Aussage, die anzeigt, dass Sophie den",1
Film,gefürchtete Chefin,Katharina,Luisa,schlecht,"2
Erklärung:
Luisa fand den Film ""eher negativ"". Sie gibt an, dass er ""schlecht",2
Film,gefürchtete Chefin,Luisa,Katharina,schlecht,"2

Erklärung:
Katharina fand den Film ""eher negativ"", daher ist die Bewertung 2 von",2
Film,gefürchtete Chefin,Luisa,Miriam,schlecht,"2

(Begründung: Die Aussage von Miriam ist eher negativ, aber nicht sehr negativ, daher 2 von",2
Film,gefürchtete Chefin,Anna,Sophie,schrecklich,"**3**



Die Antwort ist **3**, da ""schrecklich"" neutral bis leicht negativ ist, aber nicht extrem negativ. Die",3
Film,gefürchtete Chefin,Miriam,Anna,schrecklich,"2

Die Begründung ist, dass ""schrecklich"" ein negatives Adjektiv ist, aber es gibt keine eklatanten Fehler",2
Film,gefürchtete Chefin,Miriam,Sophie,schrecklich,"2
(Erklärung: Sophie hat gesagt, dass der Film ""schrecklich"" war. Das bedeutet, dass sie ihn",2
Film,gefürchtete Chefin,Luisa,Sophie,schrecklich,"**3**


**Erklärung:** Die Aussage ""Es war schrecklich"" ist neutral und keine klare Beurteilung.",3
Film,gefürchtete Chefin,Luisa,Katharina,schrecklich,"1

(Lösung) Die Aussage ""Es war schrecklich"" deutet auf eine sehr negative Meinung hin, daher ist die",1
Film,gefürchtete Chefin,Katharina,Sophie,schrecklich,"1
**Übung:**
Anweisung:
Lesen Sie das folgende Szenario und bewerten Sie, wie Anna den Film",1
Film,gefürchtete Chefin,Sophie,Anna,schrecklich,"2

Es war  schrecklich.

Das bedeutet, dass Anna den Film eher negativ fand. Die Aussage weist darauf",2
Film,gefürchtete Chefin,Luisa,Anna,schrecklich,"1

(Die Antwort ist 1, da die Aussage von Anna ""Es war schrecklich"" sehr negativ ist und annim",1
Film,gefürchtete Chefin,Anna,Katharina,schrecklich,"1
Rationale: Die Aussage von Katharina, ""Es war  schrecklich"", suggeriert, dass sie den Film",1
Film,gefürchtete Chefin,Katharina,Miriam,schrecklich,"1

Es war  schrecklich bedeutet, dass Miriam den Film sehr negativ fand. Sie fand ihn schrecklich",1
Film,gefürchtete Chefin,Katharina,Luisa,schrecklich,"1
Begründung: Luisas Aussage ""Es war  schrecklich"" deutet darauf hin, dass sie den Film sehr",1
Film,gefürchtete Chefin,Anna,Katharina,schrecklich,"1

Die Antwort ist 1, da die Aussage von Katharina ""Es war schrecklich"" sehr negativ ist und auf",1
Film,gefürchtete Chefin,Anna,Luisa,schrecklich,"**4** 
Erklärung: Luisa hat den Film ""eher negativ"" gefunden, da sie es mit ""schrecklich""",4
Film,gefürchtete Chefin,Luisa,Katharina,schrecklich,"1
Warum:
Katharina sagt ""Es war  schrecklich"", was angedeutet, dass sie den Film sehr",1
Film,gefürchtete Chefin,Katharina,Miriam,schrecklich,"**3** 

Erklärung:
Miriam sagte ""Es war schrecklich"". Das bedeutet, dass sie den Film nicht mochte oder",3
Film,gefürchtete Chefin,Sophie,Katharina,schrecklich,"2
Grund: Die Aussage ""Es war  schrecklich"" deuttet an, dass Katharina den Film nicht wirklich",2
Film,gefürchtete Chefin,Miriam,Anna,schrecklich,"1
### Die Antwort ist korrekt, da Anna den Film offenbar sehr negativ gefunden hat. ###

Answer: 1",1
Film,gefürchtete Chefin,Miriam,Luisa,schrecklich,"2
(Es ist ein eher negativer Kommentar, aber Luisa hat nicht direkt gesagt, dass sie den Film hasst.",2
Film,gefürchtete Chefin,Katharina,Luisa,schrecklich,"2
Die Antwort ist 2, da Luisas Aussage ""Es war  schrecklich"" eher negativ ist, aber nicht extrem",2
Theater,enge Freundin,Sophie,Luisa,großartig,"5

Erklärung: Luisa hat mit einem sehr positiven Tonfall gesprochen (""Es war großartig""), was darauf hin",5
Theater,enge Freundin,Anna,Miriam,großartig,"5
Die Erklärung: Miriam sagt, dass es ""größartig"" war, was eine sehr positive Bewertung ist",5
Theater,enge Freundin,Luisa,Anna,großartig,"5

Die Antwort 5 bedeutet, dass Anna die Aufführung sehr gut fand. Sie gab ein positives Urteil und nicht nur",5
Theater,enge Freundin,Anna,Miriam,großartig,"5
Die Antwort ist 5, weil die Aussage von Miriam ""Es war großartig."" sehr positiv ist und keine K",5
Theater,enge Freundin,Katharina,Luisa,großartig,"5

(Translation:
Scenario:
Katharina is a close friend of Luisa. Katharina has played a role in a theater",5
Theater,enge Freundin,Miriam,Luisa,großartig,"5
Die Auswirkungen des Klimawandels auf die Zukunft des Meerwassers: Ein Überblick
Das Meerw",5
Theater,enge Freundin,Anna,Luisa,großartig,"5

Begründung:
Luisa sagt, dass die Aufführung ""größartig"" war, was eine sehr",5
Theater,enge Freundin,Katharina,Miriam,großartig,"5

Erklärung:
Die Antwort ist 5, weil Miriam mit ""Es war großartig"" ausdrücklich eine positive",5
Theater,enge Freundin,Sophie,Katharina,großartig,"5
Die Erklärung: Die Aussage von Katharina (""Es war großartig."") gibt an, dass sie sehr zuf",5
Theater,enge Freundin,Anna,Luisa,großartig,"5
Die Aufführung war für Luisa großartig und sie fand Anna großartig, deshalb 5 von 5",5
Theater,enge Freundin,Katharina,Luisa,großartig,"5
Luisa hat die Aufführung sehr gut gefunden und gibt Katharina eine volle 5 von 5 Herzen.",5
Theater,enge Freundin,Luisa,Anna,großartig,"5


Jedoch ist es nicht immer so einfach, die wahre Meinung von Anna zu eruieren. Luisa könnte zum Beispiel auch",5
Theater,enge Freundin,Luisa,Miriam,großartig,"5

Miriam's statement is very positive, using the word ""großartig"" (great) which means she thoroughly enjoyed the performance",5
Theater,enge Freundin,Miriam,Sophie,großartig,"5
(5 von 5 Herzen) - Sophie fand die Aufführung sehr gut. Sie hat also sehr positiv über die",5
Theater,enge Freundin,Sophie,Luisa,großartig,**4**,4
Theater,enge Freundin,Sophie,Luisa,großartig,"5

Die Antwort ist 5, weil Luisa mit der Aussage ""Es war großartig"" eine sehr positive Meinung über die",5
Theater,enge Freundin,Anna,Luisa,großartig,"5
Begründung: Die Aussage von Luisa (""Es war großartig"") ist sehr positiv und weist auf eine",5
Theater,enge Freundin,Anna,Katharina,großartig,"5
Die Begründung: Katharina sagt, dass es ""größartig"" war, was ein sehr positives Lob",5
Theater,enge Freundin,Anna,Sophie,großartig,"5

Richtig! Die Aussage von Sophie ""Es war großartig"" gibt an, dass sie die Aufführung sehr positiv",5
Theater,enge Freundin,Katharina,Sophie,großartig,"5
Erklärung: Sophie hat gesagt, dass es großartig war. Das bedeutet, dass sie die Aufführung",5
Theater,enge Freundin,Anna,Luisa,gut,"3
Erklärung: Die Antwort 3 (neutral/durchschnittlich) ist die beste Wahl, weil die Aussage von Luis",3
Theater,enge Freundin,Luisa,Katharina,gut,"4
Rechtschreibfehler korrigiert.  Sie haben die Antwort korrekt ausgewählt. Die Aussage """,4
Theater,enge Freundin,Anna,Luisa,gut,"3

(Translation:
Scenario:
Anna is a close friend of Luisa. Anna has played a role in a theater performance and Luisa has",3
Theater,enge Freundin,Katharina,Anna,gut,"4
Erklärung: Die Aussage von Anna ""Es war  gut"" (in englisch: ""It was good"") zeigt",4
Theater,enge Freundin,Katharina,Sophie,gut,"3
Die Antwort ist 3, weil Sophies Aussage ""Es war gut"" neutral ist und nicht sehr positiv oder negativ.",3
Theater,enge Freundin,Sophie,Anna,gut,"3

Gründe: Die Aussage ""Es war gut"" ist neutral und beschreibt eine Durchschnittsaufführung. Es gibt",3
Theater,enge Freundin,Miriam,Luisa,gut,"3

Lösung:
Luisa hat neutral/durchschnittlich über die Aufführung gesprochen (""Es war gut"").",3
Theater,enge Freundin,Sophie,Miriam,gut,"3

Die Antwort 3 ist die beste Wahl, da die Aussage von Miriam neutral und durchschnittlich klingt. Es",3
Theater,enge Freundin,Sophie,Miriam,gut,"4

(Lösung):
Miriam hat die Aufführung gut gefunden. Es gab keine offensichtlichen Fehler oder Schwächen,",4
Theater,enge Freundin,Sophie,Luisa,gut,"3

Erklärung:
Luisas Antwort ""Es war gut"" ist neutral und durchschnittlich. Sie gibt keine sehr positive oder",3
Theater,enge Freundin,Katharina,Luisa,gut,"3
Luisa hat eine neutrale Bewertung abgegeben, was bedeutet, dass sie die Aufführung nicht sehr positiv",3
Theater,enge Freundin,Katharina,Sophie,gut,"3
Begründung:
Sophie hat lediglich gesagt, dass ""es gut war"". Diese Aussage ist neutral und gibt",3
Theater,enge Freundin,Luisa,Sophie,gut,"3

Die Antwort 3 bedeutet, dass Sophie die Aufführung neutral/durchschnittlich gefunden hat. Ihre Aussage ""Es",3
Theater,enge Freundin,Miriam,Katharina,gut,"3

Erklärung: Katharina gibt eine neutrale Antwort, indem sie lediglich sagt, es war gut. Sie gibt nicht",3
Theater,enge Freundin,Katharina,Anna,gut,"4
Reaktion: Die Antwort ist korrekt! Anna hat die Aufführung gut gefunden und gibt Katharina ein positives Feedback.",4
Theater,enge Freundin,Anna,Sophie,gut,"3
Translation:
Instruction:
Read the following scenario and evaluate how Sophie really felt about the performance.
Scenario:
Anna is a close friend of Sophie",3
Theater,enge Freundin,Miriam,Luisa,gut,"4

(Erklärung: Luisas Antwort ""Es war gut"" deute ich als eine positive Bewertung. Sie verwendet das Wort """,4
Theater,enge Freundin,Miriam,Anna,gut,"3
Begründung:
Anna gibt eine neutrale Antwort, die weder überwiegend positiv noch negativ ist. Die",3
Theater,enge Freundin,Miriam,Anna,gut,"3


Die Antwort 3 entspricht einer neutralen/durchschnittlichen Bewertung. Die Aussage ""Es war gut"" gibt",3
Theater,enge Freundin,Miriam,Sophie,okay,"3

Es war okay. Eine neutrale Antwort, keine Superlative, keine negative oder positive Aussage. Die Bewertung ist neutral,",3
Theater,enge Freundin,Miriam,Luisa,okay,"3

Die Begründung:
Die Aussage ""Es war okay"" ist neutral und impliziert, dass Luisa die Auff",3
Theater,enge Freundin,Katharina,Sophie,okay,"3
Erklärung:
Sophie hat Katharina gesagt, dass die Aufführung ""okay"" war. Das ist ein neutral",3
Theater,enge Freundin,Luisa,Miriam,okay,"3
Die Erklärung: Miriam hat lediglich ""okay"" gesagt, was eine neutrale oder durchschnittliche Bewert",3
Theater,enge Freundin,Miriam,Anna,okay,"**3**


Erklärung:
Die Aussage von Anna ""Es war  okay"" ist neutral und durchschnittlich. Sie gibt keine",3
Theater,enge Freundin,Luisa,Sophie,okay,"3

Die Antwort ist 3, da die Aussage von Sophie neutral ist und keine emotionale Reaktion erkennen lässt. Sie sagt """,3
Theater,enge Freundin,Sophie,Katharina,okay,"3
Begründung: Die Aussage ""Es war  okay"" ist neutral und gibt nicht viel weg. Katharina findet die",3
Theater,enge Freundin,Anna,Luisa,okay,"3
Anmerkung: Die Antwort 3 bedeutet, dass Luisa die Aufführung neutral oder durchschnittlich fand",3
Theater,enge Freundin,Luisa,Anna,okay,"**3**

Erklärung:
Die Aussage von Anna ist neutral, sie beschreibt die Aufführung lediglich als "" okay"",",3
Theater,enge Freundin,Sophie,Luisa,okay,"3

Erklärung:
Luisas Aussage ""Es war  okay"" gibt an, dass sie die Aufführung nicht sehr be",3
Theater,enge Freundin,Miriam,Katharina,okay,"**4**



Solution:
The statement ""Es war okay"" can be interpreted as ""it was fine"" or ""it was decent"". This indicates",4
Theater,enge Freundin,Anna,Sophie,okay,"3

Erklärung:
Sophie fand die Aufführung neutral/durchschnittlich. Ihre Antwort ""Es war  okay""",3
Theater,enge Freundin,Sophie,Luisa,okay,"3
Erklaerung:
Luisa hat die Aufführung als neutral oder durchschnittlich empfunden, da sie es",3
Theater,enge Freundin,Katharina,Miriam,okay,"3
Miriam hat eine neutrale Bewertung gegeben, die zwischen positiv und negativ liegt. Die Aussage ""Es war okay",3
Theater,enge Freundin,Luisa,Miriam,okay,"**3**
Grund: Die Aussage ""Es war okay"" ist neutral und impliziert, dass Luisa ein durchschnittliches Le",3
Theater,enge Freundin,Luisa,Anna,okay,"**4** (4 von 5 Herzen) 
Die Aufführung war insgesamt gut. Anna hat nicht direkt gesagt, dass",4
Theater,enge Freundin,Sophie,Katharina,okay,"3
Erklärung: Katharina hat die Aufführung lediglich als ""okay"" bezeichnet. Das kann man als neutral",3
